Name,Given Name,Additional Name,Family Name,Yomi Name,Given Name Yomi,Additional Name Yomi,Family Name Yomi,Name Prefix,Name Suffix,Initials,Nickname,Short Name,Maiden Name,Birthday,Gender,Location,Billing Information,Directory Server,Mileage,Occupation,Hobby,Sensitivity,Priority,Subject,Notes,Language,Photo,Group Membership,E-mail 1 - Type,E-mail 1 - Value,Phone 1 - Type,Phone 1 - Value
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126837582
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127665333
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244950146
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122428429
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173352919
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123812409
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124880729
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124142786
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16102078748
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243463144
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125211955
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124036251
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178721303
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127932942
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126778866
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127232526
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126050606
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123297422
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122510461
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125789705
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125592764
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129062999
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848603183
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127812120
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128710195
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178481683
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248776011
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129019041
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249314695
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125867506
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123946964
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178463153
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123511416
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126812405
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126085610
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122718651
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127342292
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128710088
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178367244
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122450320
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128027265
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124417527
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126808215
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125178435
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126504019
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129997352
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123710137
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123702735
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847946376
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16107433374
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123774889
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176695653
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129081092
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128541809
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127160000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123704174
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127045571
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123511041
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129831000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125833248
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127085192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127813749
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124669373
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127662327
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129043076
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123778639
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126536269
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123716854
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243784073
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122411764
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127822540
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123611889
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127580987
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126512125
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125192971
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128052936
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126811088
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126837275
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124621394
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125212429
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122951288
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126092262
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123613243
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174190788
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125081359
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847976360
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244566040
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125232640
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124042268
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128026104
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125837903
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124047126
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144405659
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129836268
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126383816
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129157738
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124012054
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17177413441
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122432697
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128182550
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122475026
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178773016
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124180483
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124412572
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126061470
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122711198
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127191377
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127613910
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127047589
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126061366
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122437591
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249849610
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123221028
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18146736966
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126830840
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126726626
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179434811
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125590618
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143982780
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14847697730
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122773055
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125510507
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243551000
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126537287
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126611477
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17242034406
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122515750
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122440183
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127516115
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128713556
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124153980
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128964762
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16108211462
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17174906671
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129314953
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14849084496
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125864433
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129181023
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123785558
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17179408961
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128890751
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246149895
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126573305
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122714539
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123634577
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243336412
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128969536
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129965557
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246529714
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123232643
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129794853
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126008600
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17173503284
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178053192
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124802298
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122713705
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129921102
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126817987
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144553095
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176596219
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18144645975
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17248130038
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 18143231497
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 16104578402
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122777769
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848606194
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124030086
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17246579625
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129180182
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128537233
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126815269
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122419023
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125377443
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17172680607
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122430905
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124210885
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129695190
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127816885
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125616829
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125618875
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127266278
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247757339
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178468074
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129955500
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126063168
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127581220
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129630976
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127277374
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249840191
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125518222
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127820952
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122877727
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178489316
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14129690742
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178456656
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124151012
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126877022
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124692316
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126509454
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122411387
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249719072
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126839730
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17176817925
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128534270
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17244986330
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247300181
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123031199
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123345803
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124616425
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122436423
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14128160158
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17243471115
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14848382023
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178719712
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124042217
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127194057
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14126050196
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17249794870
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14124699017
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17247341807
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14123510235
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125965619
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14127582139
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14122661603
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 17178719335
",,,Imported on 10/31 ::: * myContacts,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"phone1: 14125233069
",,,Imported on 10/31 ::: * myContacts,,,,
